"System","Type","Name","SubName","Datatype","Description"
"UniEconomomy","customers","CustomerNumber","","integer",""
"UniEconomomy","customers","CustomerNumberKidAlias","","string",""
"UniEconomomy","customers","DefaultCustomerInvoiceReportID","","integer",""
"UniEconomomy","customers","DefaultCustomerOrderReportID","","integer",""
"UniEconomomy","customers","DefaultCustomerQuoteReportID","","integer",""
"UniEconomomy","customers","DefaultDistributionsID","","integer",""
"UniEconomomy","customers","DefaultSellerID","","integer",""
"UniEconomomy","customers","Deleted","","boolean",""
"UniEconomomy","customers","DeliveryTermsID","","integer",""
"UniEconomomy","customers","DimensionsID","","integer",""
"UniEconomomy","customers","DontSendReminders","","boolean",""
"UniEconomomy","customers","DontUseFactoring","","boolean",""
"UniEconomomy","customers","EInvoiceAgreementReference","","string",""
"UniEconomomy","customers","EfakturaIdentifier","","string",""
"UniEconomomy","customers","FactoringNumber","","integer",""
"UniEconomomy","customers","GLN","","string",""
"UniEconomomy","customers","ID","","integer",""
"UniEconomomy","customers","InvoiceChargeID","","integer",""
"UniEconomomy","customers","IsPrivate","","boolean",""
"UniEconomomy","customers","Localization","","string",""
"UniEconomomy","customers","OrgNumber","","string",""
"UniEconomomy","customers","PaymentTermsID","","integer",""
"UniEconomomy","customers","PeppolAddress","","string",""
"UniEconomomy","customers","ReminderEmailAddress","","string",""
"UniEconomomy","customers","SocialSecurityNumber","","string",""
"UniEconomomy","customers","StatusCode","","integer",""
"UniEconomomy","customers","SubAccountNumberSeriesID","","integer",""
"UniEconomomy","customers","UpdatedAt","","string",""
"UniEconomomy","customers","UpdatedBy","","string",""
"UniEconomomy","customers","WebUrl","","string",""
"UniEconomomy","departments","CreatedAt","","string",""
"UniEconomomy","departments","CreatedBy","","string",""
"UniEconomomy","departments","Deleted","","boolean",""
"UniEconomomy","departments","DepartmentManagerName","","string",""
"UniEconomomy","departments","DepartmentNumber","","string",""
"UniEconomomy","departments","DepartmentNumberNumeric","","integer",""
"UniEconomomy","departments","DepartmentNumberSeriesID","","integer",""
"UniEconomomy","departments","Description","","string",""
"UniEconomomy","departments","ID","","integer",""
"UniEconomomy","departments","Name","","string",""
"UniEconomomy","departments","StatusCode","","integer",""
"UniEconomomy","departments","UpdatedAt","","string","Datetime in ISO format"
"UniEconomomy","departments","UpdatedBy","","string",""
"UniEconomomy","dimensions","CreatedAt","","string",""
"UniEconomomy","dimensions","CreatedBy","","string",""
"UniEconomomy","dimensions","Deleted","","boolean",""
"UniEconomomy","dimensions","DepartmentID","","integer",""
"UniEconomomy","dimensions","Dimension10ID","","integer",""
"UniEconomomy","dimensions","Dimension5ID","","integer",""
"UniEconomomy","dimensions","Dimension6ID","","integer",""
"UniEconomomy","dimensions","Dimension7ID","","integer",""
"UniEconomomy","dimensions","Dimension8ID","","integer",""
"UniEconomomy","dimensions","Dimension9ID","","integer",""
"UniEconomomy","dimensions","ID","","integer",""
"UniEconomomy","dimensions","ProjectID","","integer",""
"UniEconomomy","dimensions","ProjectTaskID","","integer",""
"UniEconomomy","dimensions","RegionID","","integer",""
"UniEconomomy","dimensions","ResponsibleID","","integer",""
"UniEconomomy","dimensions","StatusCode","","integer",""
"UniEconomomy","dimensions","UpdatedAt","","string","Datetime in ISO format"
"UniEconomomy","dimensions","UpdatedBy","","string",""
"UniEconomomy","employees","Active","","boolean",""
"UniEconomomy","employees","AdvancePaymentAmount","","integer",""
"UniEconomomy","employees","BirthDate","","string","Datetime in ISO format"
"UniEconomomy","employees","BusinessRelationID","","integer",""
"UniEconomomy","employees","CreatedAt","","string",""
"UniEconomomy","employees","CreatedBy","","string",""
"UniEconomomy","employees","Deleted","","boolean",""
"UniEconomomy","employees","DeniedSickDays","","string","Datetime in ISO format"
"UniEconomomy","employees","EmployeeLanguageID","","integer",""
"UniEconomomy","employees","EmployeeLedgerID","","integer",""
"UniEconomomy","employees","EmployeeNumber","","integer",""
"UniEconomomy","employees","EmploymentDate","","string","Datetime in ISO format"
"UniEconomomy","employees","EmploymentDateOtp","","string","Datetime in ISO format"
"UniEconomomy","employees","EndDate","","string","Datetime in ISO format"
"UniEconomomy","employees","EndDateOtp","","string","Datetime in ISO format"
"UniEconomomy","employees","ForeignWorker","","integer",""
"UniEconomomy","employees","FreeText","","string",""
"UniEconomomy","employees","ID","","integer",""
"UniEconomomy","employees","IncludeOtpUntilMonth","","integer",""
"UniEconomomy","employees","IncludeOtpUntilYear","","integer",""
"UniEconomomy","employees","InternasjonalIDCountry","","string",""
"UniEconomomy","employees","InternasjonalIDType","","integer",""
"UniEconomomy","employees","InternationalID","","integer",""
"UniEconomomy","employees","MunicipalityNo","","string",""
"UniEconomomy","employees","OtpExport","","boolean",""
"UniEconomomy","employees","OtpStatus","","integer",""
"UniEconomomy","employees","PaymentInterval","","integer",""
"UniEconomomy","employees","PhotoID","","integer",""
"UniEconomomy","employees","Sex","","integer",""
"UniEconomomy","employees","SingleProvider","","boolean",""
"UniEconomomy","employees","SocialSecurityNumber","","string",""
"UniEconomomy","employees","StatusCode","","integer",""
"UniEconomomy","employees","SubEntityID","","integer",""
"UniEconomomy","employees","TypeOfPaymentOtp","","integer",""
"UniEconomomy","employees","UpdatedAt","","string","Datetime in ISO format"
"UniEconomomy","employees","UpdatedBy","","string",""
"UniEconomomy","employees","UserID","","integer",""
"UniEconomomy","orderitems","AccountID","","integer",""
"UniEconomomy","orderitems","BuyersItemIdentification","","string",""
"UniEconomomy","orderitems","CalculateGrossPriceBasedOnNetPrice","","boolean",""
"UniEconomomy","orderitems","Comment","","string",""
"UniEconomomy","orderitems","ContributionMargin","","integer",""
"UniEconomomy","orderitems","ContributionPercent","","decimal",""
"UniEconomomy","orderitems","CostPrice","","integer",""
"UniEconomomy","orderitems","CreatedAt","","string",""
"UniEconomomy","orderitems","CreatedBy","","string",""
"UniEconomomy","orderitems","CurrencyCodeID","","integer",""
"UniEconomomy","orderitems","CurrencyExchangeRate","","integer",""
"UniEconomomy","orderitems","CustomerOrderID","","integer",""
"UniEconomomy","orderitems","Deleted","","boolean",""
"UniEconomomy","orderitems","DimensionsID","","integer",""
"UniEconomomy","orderitems","Discount","","integer",""
"UniEconomomy","orderitems","DiscountCurrency","","integer",""
"UniEconomomy","orderitems","DiscountPercent","","integer",""
"UniEconomomy","orderitems","ExternalReference","","string",""
"UniEconomomy","orderitems","ID","","integer",""
"UniEconomomy","orderitems","ItemSourceID","","integer",""
"UniEconomomy","orderitems","ItemText","","string",""
"UniEconomomy","orderitems","NumberOfItems","","integer",""
"UniEconomomy","orderitems","OrderLineReference","","string",""
"UniEconomomy","orderitems","PriceExVat","","integer",""
"UniEconomomy","orderitems","PriceExVatCurrency","","integer",""
"UniEconomomy","orderitems","PriceIncVat","","integer",""
"UniEconomomy","orderitems","PriceSetByUser","","boolean",""
"UniEconomomy","orderitems","ProductID","","integer",""
"UniEconomomy","orderitems","ReadyToInvoice","","boolean",""
"UniEconomomy","orderitems","SortIndex","","integer",""
"UniEconomomy","orderitems","StatusCode","","integer",""
"UniEconomomy","orderitems","SumCostPrice","","integer",""
"UniEconomomy","orderitems","SumTotalExVat","","integer",""
"UniEconomomy","orderitems","SumTotalExVatCurrency","","integer",""
"UniEconomomy","orderitems","SumTotalIncVat","","decimal","Property can be decimal or integer"
"UniEconomomy","orderitems","SumTotalIncVatCurrency","","decimal","Property can be decimal or integer"
"UniEconomomy","orderitems","SumVat","","decimal","Property can be decimal or integer"
"UniEconomomy","orderitems","SumVatCurrency","","decimal","Property can be decimal or integer"
"UniEconomomy","orderitems","Unit","","string",""
"UniEconomomy","orderitems","UpdatedAt","","string",""
"UniEconomomy","orderitems","UpdatedBy","","string",""
"UniEconomomy","orderitems","VatPercent","","integer",""
"UniEconomomy","orderitems","VatTypeID","","integer",""
"UniEconomomy","orders","AccrualID","","integer",""
"UniEconomomy","orders","Comment","","string",""
"UniEconomomy","orders","ContractDocumentReference","","string",""
"UniEconomomy","orders","ContributionMarginAmount","","integer",""
"UniEconomomy","orders","ContributionPercent","","decimal",""
"UniEconomomy","orders","CostPriceAmount","","integer",""
"UniEconomomy","orders","CreatedAt","","string",""
"UniEconomomy","orders","CreatedBy","","string",""
"UniEconomomy","orders","CreditDays","","integer",""
"UniEconomomy","orders","CurrencyCodeID","","integer",""
"UniEconomomy","orders","CurrencyExchangeRate","","integer",""
"UniEconomomy","orders","CustomerID","","integer",""
"UniEconomomy","orders","CustomerName","","string",""
"UniEconomomy","orders","CustomerOrgNumber","","string",""
"UniEconomomy","orders","CustomerPerson","","string",""
"UniEconomomy","orders","DefaultDimensionsID","","integer",""
"UniEconomomy","orders","DefaultSellerID","","integer",""
"UniEconomomy","orders","Deleted","","boolean",""
"UniEconomomy","orders","DeliveryDate","","string",""
"UniEconomomy","orders","DeliveryMethod","","string",""
"UniEconomomy","orders","DeliveryName","","string",""
"UniEconomomy","orders","DeliveryTerm","","string",""
"UniEconomomy","orders","DeliveryTermsID","","integer",""
"UniEconomomy","orders","DistributionPlanID","","integer",""
"UniEconomomy","orders","EmailAddress","","string",""
"UniEconomomy","orders","FreeTxt","","string",""
"UniEconomomy","orders","ID","","integer",""
"UniEconomomy","orders","InternalNote","","string",""
"UniEconomomy","orders","InvoiceAddressLine1","","string",""
"UniEconomomy","orders","InvoiceAddressLine2","","string",""
"UniEconomomy","orders","InvoiceAddressLine3","","string",""
"UniEconomomy","orders","InvoiceCity","","string",""
"UniEconomomy","orders","InvoiceCountry","","string",""
"UniEconomomy","orders","InvoiceCountryCode","","string",""
"UniEconomomy","orders","InvoicePostalCode","","string",""
"UniEconomomy","orders","InvoiceReceiverName","","string",""
"UniEconomomy","orders","OrderDate","","string",""
"UniEconomomy","orders","OrderNumber","","integer",""
"UniEconomomy","orders","OrderNumberSeriesID","","integer",""
"UniEconomomy","orders","OurReference","","string",""
"UniEconomomy","orders","PayableRoundingAmount","","integer",""
"UniEconomomy","orders","PayableRoundingCurrencyAmount","","integer",""
"UniEconomomy","orders","PaymentInfoTypeID","","integer",""
"UniEconomomy","orders","PaymentTerm","","string",""
"UniEconomomy","orders","PaymentTermsID","","integer",""
"UniEconomomy","orders","PrintStatus","","integer",""
"UniEconomomy","orders","ReadyToInvoice","","boolean",""
"UniEconomomy","orders","Requisition","","string",""
"UniEconomomy","orders","RestAmountCurrency","","decimal",""
"UniEconomomy","orders","RestExclusiveAmountCurrency","","integer",""
"UniEconomomy","orders","SalesPerson","","string",""
"UniEconomomy","orders","ShippingAddressLine1","","string",""
"UniEconomomy","orders","ShippingAddressLine2","","string",""
"UniEconomomy","orders","ShippingAddressLine3","","string",""
"UniEconomomy","orders","ShippingCity","","string",""
"UniEconomomy","orders","ShippingCountry","","string",""
"UniEconomomy","orders","ShippingCountryCode","","string",""
"UniEconomomy","orders","ShippingPostalCode","","string",""
"UniEconomomy","orders","StatusCode","","integer",""
"UniEconomomy","orders","SupplierOrgNumber","","string",""
"UniEconomomy","orders","TaxExclusiveAmount","","integer",""
"UniEconomomy","orders","TaxExclusiveAmountCurrency","","integer",""
"UniEconomomy","orders","TaxInclusiveAmount","","decimal",""
"UniEconomomy","orders","TaxInclusiveAmountCurrency","","decimal",""
"UniEconomomy","orders","UpdateCurrencyAmountsOnDateChange","","boolean",""
"UniEconomomy","orders","UpdateCurrencyOnToInvoice","","boolean",""
"UniEconomomy","orders","UpdatedAt","","string",""
"UniEconomomy","orders","UpdatedBy","","string",""
"UniEconomomy","orders","UseReportID","","integer",""
"UniEconomomy","orders","VatTotalsAmount","","decimal",""
"UniEconomomy","orders","VatTotalsAmountCurrency","","decimal",""
"UniEconomomy","orders","YourReference","","string",""
"UniEconomomy","products","AccountID","","integer",""
"UniEconomomy","products","AverageCost","","integer",""
"UniEconomomy","products","CalculateGrossPriceBasedOnNetPrice","","boolean",""
"UniEconomomy","products","CostPrice","","integer",""
"UniEconomomy","products","CreatedAt","","string",""
"UniEconomomy","products","CreatedBy","","string",""
"UniEconomomy","products","DefaultProductCategoryID","","integer",""
"UniEconomomy","products","DefaultVatTypeAccountsID","","integer",""
"UniEconomomy","products","Deleted","","boolean",""
"UniEconomomy","products","Description","","string",""
"UniEconomomy","products","DimensionsID","","integer",""
"UniEconomomy","products","ExternalProductNumber","","string",""
"UniEconomomy","products","ID","","integer",""
"UniEconomomy","products","ImageFileID","","integer",""
"UniEconomomy","products","ListPrice","","integer",""
"UniEconomomy","products","Name","","string",""
"UniEconomomy","products","PartName","","string",""
"UniEconomomy","products","PriceExVat","","integer",""
"UniEconomomy","products","PriceIncVat","","integer",""
"UniEconomomy","products","StatusCode","","integer",""
"UniEconomomy","products","Type","","integer",""
"UniEconomomy","products","Unit","","string",""
"UniEconomomy","products","UpdatedAt","","string",""
"UniEconomomy","products","UpdatedBy","","string",""
"UniEconomomy","products","VariansParentID","","integer",""
"UniEconomomy","products","VatTypeID","","integer",""
"UniEconomomy","projects","AGAZoneID","","integer",""
"UniEconomomy","projects","Amount","","integer",""
"UniEconomomy","projects","CostPrice","","integer",""
"UniEconomomy","projects","CreatedAt","","string",""
"UniEconomomy","projects","CreatedBy","","string",""
"UniEconomomy","projects","Deleted","","boolean",""
"UniEconomomy","projects","Description","","string",""
"UniEconomomy","projects","DimensionsID","","integer",""
"UniEconomomy","projects","EndDate","","string","A date in ISO format (YYYY-MM-DD)"
"UniEconomomy","projects","ID","","integer",""
"UniEconomomy","projects","Name","","string",""
"UniEconomomy","projects","PlannedEnddate","","string",""
"UniEconomomy","projects","PlannedStartdate","","string",""
"UniEconomomy","projects","Price","","integer",""
"UniEconomomy","projects","ProjectCustomerID","","integer",""
"UniEconomomy","projects","ProjectLeadName","","string",""
"UniEconomomy","projects","ProjectNumber","","string",""
"UniEconomomy","projects","ProjectNumberNumeric","","integer",""
"UniEconomomy","projects","ProjectNumberSeriesID","","integer",""
"UniEconomomy","projects","StartDate","","string","A date in ISO format (YYYY-MM-DD)"
"UniEconomomy","projects","StatusCode","","integer",""
"UniEconomomy","projects","Total","","integer",""
"UniEconomomy","projects","UpdatedAt","","string",""
"UniEconomomy","projects","UpdatedBy","","string",""
"UniEconomomy","projects","WorkPlaceAddressID","","integer",""
